ID	ALIGNMENT	COGID	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	MORPHEMES	COGIDS	NOTES	AUTOCOGIDS
1974	k ũ - ʔ - ĩ	124	cloud	Amawaka	kũʔĩ	nube	k ũ ʔ ĩ	kũʔĩ	smoke/fog			508
1975	k u - - w ĩ	124	cloud	Nawa	kuwĩ	nube	k u w ĩ	kuwĩ	smoke/fog			508
1976	- ɸ u	165	cloud	Marinawa	ɸu	nube	ɸ u	ɸu	wind			514
1977	k ũ - - w i	124	cloud	Yaminawa	kũwi	nube	k ũ w i	kũwi	smoke/fog			508
1978	n a j + k u - - - i	124	cloud	Kashinawa_P	naj kwɨ	nube	n a j + k u i	naj kwɨ	sky smoke/fog			510 508
1979	n a i	124	cloud	Kashinawa_B	nai	nube	n a j	nai	sky			513
1985	k u n k e + k i d	1472	wind [breeze]	Matses	kunkekid	viento	k u n k e + k i d	kunkekid	blow/kun ? _-:suffix/kid	70 0 64		4598 1258
1986	k u n k e + k i d	1472	wind [breeze]	Matis	kunkekid	viento	k u n k e + k i d	kunkekid	blow/kun ? _-:suffix/kid	70 0 64		4598 4599
1987	j ɨ w ɨ -	1470	wind [breeze]	Marubo	jɨwɨ	viento	j ɨ w ɨ	jɨwɨ	wind			4592
1988	n i w i -	1470	wind [breeze]	Katukina	niwi	viento	n i w i	niwi	wind			4592
1989	n i w ɨ -	1470	wind [breeze]	Shipibo_Konibo	niwɨ	viento	n i w ɨ	niwɨ	wind			4592
1990	n i w ɨ -	1470	wind [breeze]	Kapanawa	niwɨ	viento	n i w ɨ	niwɨ	wind			4592
1991	β ɨ	1474	wind [breeze]	Arara	βɨ	viento	β ɨ	βɨ	cloud			0
1992	n i ɸ ɨ -	1470	wind [breeze]	Shanenawa	niɸu	viento	n i ɸ ɨ	niɸu	wind			4592
1993	n ɨ w ɨ -	1470	wind [breeze]	Yawanawa	nɨwɨ	viento	n ɨ w ɨ	nɨwɨ	wind			4592
1994	n a s i	1625	wind [breeze]	Nukini	nasi	viento	n a s i	nasi	?			4600
1995	n i w ɨ -	1470	wind [breeze]	Iskonawa	niwɨ	viento	n i w ɨ	niwɨ	wind			4592
1996	j u ʃ i n i	1473	wind [breeze]	Chakobo	yuʃini	viento	j u ʃ i n i	yuʃini	?			4593
1997	h u e x n a	1475	wind [breeze]	Pakawara	huexna	viento	h u e x/ʂ n a	huexna	?			4601
1998	s u ɲ u	1478	wind [breeze]	Kakataibo	suɲu	viento	s u ɲ u	suɲu	wind/suɲu			4595
1999	w ɨ h ɨ t a	1477	wind [breeze]	Kaxarari	wɨhɨta	viento	w ɨ h ɨ t a	wɨhɨta	?			4596
2000	k ũ ĩ	1476	wind [breeze]	Mastanawa	kũĩ	viento	k ũ ĩ	kũĩ	smoke/fog			4597
2001	ɸ ɨ	1474	wind [breeze]	Chaninawa	ɸɨ	viento	ɸ ɨ	ɸɨ	cloud			4594
2002	d i w ɨ -	1470	wind [breeze]	Sharanawa	diwɨ	viento	d i w ɨ	diwɨ	wind			4592
2003	n i j ɨ -	1470	wind [breeze]	Amawaka	nijɨ	viento	n i j ɨ	nijɨ	wind			4592
2004	d ɨ w ɨ -	1470	wind [breeze]	Nawa	dɨwɨ	viento	d ɨ w ɨ	dɨwɨ	wind			4592
2005	d i w ɨ -	1470	wind [breeze]	Marinawa	diwɨ	viento	d i w ɨ	diwɨ	wind			4592
2006	d ɨ w ɨ -	1470	wind [breeze]	Yaminawa	dɨwɨ	viento	d ɨ w ɨ	dɨwɨ	wind			4592
2007	n i w ɨ ʔ	1470	wind [breeze]	Kashinawa_P	niwɨʔ	viento	n i w ɨ ʔ	niwɨʔ	wind			4592
2008	n i w ɨ -	1470	wind [breeze]	Kashinawa_B	niwɨ	viento	n i w ɨ	niwɨ	wind			4592
2013	a β u	1070	sky	Matses	aβu	cielo	a β u	aβu	up			3313
2014	a β u	1070	sky	Matis	aβu	cielo	a β u	aβu	up			3313
2015	n a i - -	1068	sky	Marubo	nai	cielo	n a j	nai	sky			3312
2016	n a i - -	1068	sky	Katukina	nai	cielo	n a j	nai	sky			3312
2017	n a i - -	1068	sky	Shipibo_Konibo	nai	cielo	n a j	nai	sky			3312
2018	n a i - -	1068	sky	Kapanawa	nai	cielo	n a j	nai	sky			3312
2019	d a - j -	1068	sky	Arara	day	cielo	d a j	day	sky			0
2020	n a i - -	1068	sky	Shanenawa	nai	cielo	n a j	nai	sky			3312
2021	n a i - -	1068	sky	Yawanawa	nai	cielo	n a j	nai	sky			3312
2022	n a i - -	1068	sky	Nukini	nai	cielo	n a j	nai	sky			3312
2023	n a i - -	1068	sky	Iskonawa	naj	cielo	n a i	naj	sky			3312
2024	n a i p a	1068	sky	Chakobo	naipa	cielo	n a j p a	naipa	sky			3312
2025	n a i p a	1068	sky	Pakawara	naipa	cielo	n a j p a	naipa	sky			3312
2026	n a i - -	1068	sky	Kakataibo	nai	cielo	n a j	nai	sky			3312
2027	n a i tʃ i	1068	sky	Kaxarari	naitʃi	cielo	n a j tʃ i	naitʃi	sky			3312
2028	d a i - -	1068	sky	Mastanawa	daj	cielo	d a i	daj	sky			3312
2029	d a i - -	1068	sky	Chaninawa	dai	cielo	d a j	dai	sky			3312
2030	b a tʃ i	1072	sky	Chaninawa	bat͡ʃi	cielo	b a tʃ i	bat͡ʃi	egg			3314
2031	d a i - -	1068	sky	Sharanawa	dai	cielo	d a j	dai	sky			3312
2032	n a i - -	1068	sky	Amawaka	nai	cielo	n a j	nai	sky			3312
2033	d a i - -	1068	sky	Nawa	daj	cielo	d a i	daj	sky			3312
2034	d a i - -	1068	sky	Marinawa	daj	cielo	d a i	daj	sky			3312
2035	d a - j -	1068	sky	Yaminawa	daj	cielo	d a j	daj	sky			3312
2036	n a i - -	1068	sky	Kashinawa_P	naj	cielo	n a i	naj	sky			3312
2037	n a i - -	1068	sky	Kashinawa_B	nay	cielo	n a i	nay	sky			3312
2042	u ʂ ɨ	1230	sun	Matses	uʂɨ	sol	u ʂ ɨ	uʂɨ	moon			3739
2043	t a n u n	1229	sun	Matis	tanun	sol	t a n u n	tanun	dry_season			3738
2044	β a r i	1226	sun	Marubo	βari	sol	β a r i	βari	sun			3737
2045	β a r i	1226	sun	Katukina	βari	sol	β a r i	βari	sun			3737
2046	β a r i	1226	sun	Kanamari	βari	sol	β a r i	βari	sun			3737
2047	β a r i	1226	sun	Shipibo_Konibo	βari	sol	β a r i	βari	sun			3737
2048	β a r i	1226	sun	Kapanawa	βari	sol	β a r i	βari	sun			3737
2049	- ʃ ɨ̃ d i	1612	sun	Arara	ʃɨ̃di	sol	ʃ ɨ̃ d i	ʃɨ̃di	old			0
2050	ɸ a r i	1226	sun	Shanenawa	ɸari	sol	ɸ a r i	ɸari	sun			3737
2051	β a r i	1226	sun	Yawanawa	βari	sol	β a r i	βari	sun			3737
2052	β a r i	1226	sun	Nukini	βari	sol	β a r i	βari	sun			3737
2053	β a r i	1226	sun	Poyanawa	βari	sol	β a r i	βari	sun			3737
2054	β a ɾ i	1226	sun	Iskonawa	βaɾi	sol	β a ɾ i	βaɾi	sun			3737
2055	β a r i	1226	sun	Chakobo	βari	sol	β a r i	βari	sun			3737
2056	w a r i	1226	sun	Pakawara	wari	sol	w a r i	wari	sun			3737
2057	β a r i	1226	sun	Kakataibo	βari	sol	β a r i	βari	sun			3737
2058	w a tʃ i	1227	sun	Kaxarari	watʃi	sol	w a tʃ i	watʃi	sun			3737
2059	ɸ a ɾ i	1226	sun	Mastanawa	ɸaɾi	sol	ɸ a ɾ i	ɸaɾi	sun			3737
2060	ɸ a ɾ i	1226	sun	Chaninawa	ɸaɾi	sol	ɸ a ɾ i	ɸaɾi	sun			3737
2061	ɸ a ɾ i	1226	sun	Sharanawa	ɸaɾi	sol	ɸ a ɾ i	ɸaɾi	sun			3737
2062	w a ɾ i	1226	sun	Amawaka	waɾi	sol	w a ɾ i	waɾi	sun			3737
2063	ɸ a ɾ i	1226	sun	Nawa	ɸaɾi	sol	ɸ a ɾ i	ɸaɾi	sun			3737
2064	ɸ a ɾ i	1226	sun	Marinawa	ɸaɾi	sol	ɸ a ɾ i	ɸaɾi	sun			3737
2065	ʂ ɨ d i	1612	sun	Yaminawa	ʂɨdi	sol	ʂ ɨ d i	ʂɨdi	old			3740
2066	β a ɾ i	1226	sun	Kashinawa_P	βaɾi	sol	β a ɾ i	βaɾi	sun			3737
2067	β a d i	1226	sun	Kashinawa_B	βadi	sol	β a d i	βadi	sun			3737
2072	w i s p a	1183	star	Matses	wispa	estrella	w i s p a	wispa	star			3616
2073	w i s p a	1183	star	Matis	wispa	estrella	w i s p a	wispa	star			3616
2074	- i ʃ i	1183	star	Marubo	iʃi	estrella	i ʃ i	iʃi	star			3612
2075	- i x i	1183	star	Katukina	ixi	estrella	i x/ʂ i	ixi	star			3612
2076	h i ʃ i	1183	star	Kanamari	hiʃi	estrella	h i ʃ i	hiʃi	star			3612
2077	w i ʃ t i n -	1183	star	Shipibo_Konibo	wiʃtin	estrella	w i ʃ t i n	wiʃtin	star			3613
2078	w i ʃ i	1183	star	Kapanawa	wiʃi	estrella	w i ʃ i	wiʃi	star			3612
2079	- i ʃ t - - - - ĩ	1183	star	Arara	iʃtĩ	estrella	i ʃ t ĩ	iʃtĩ	star			0
2080	- i s t i n -	1183	star	Shanenawa	istin	estrella	i s t i n	istin	star			3613
2081	- i ʃ t i n -	1183	star	Yawanawa	iʃtin	estrella	i ʃ t i n	iʃtin	star			3613
2082	- ɨ ʃ t ɨ - -	1183	star	Nukini	ɨʃtɨ	estrella	ɨ ʃ t ɨ	ɨʃtɨ	star			3613
2083	β u x a	1182	star	Poyanawa	βuxa	estrella	β u x/ʂ a	βuxa	?			3619
2084	n a j + tʃ a m i	1188	star	Iskonawa	naj ʧami	estrella	n a j + tʃ a m i	naj ʧami	sky tʃami			3614 3615
2085	w i ʃ t i m a	1183	star	Chakobo	wiʃtima	estrella	w i ʃ t i m a	wiʃtima	star			3613
2086	w i ʃ t - - i + m a	1183	star	Pakawara	wiʃtima	estrella	w i ʃ t i + m a	wiʃtima	star _ma			3613 3618
2087	- i s p a	1183	star	Kakataibo	ispa	estrella	i s p a	ispa	star/ispa			3616
2088	ʂ a i n l a l i	1187	star	Kaxarari	ʂainlali	estrella	ʂ a i n l a l i	ʂainlali	?			3617
2089	- ɨ ʂ t a - -	1183	star	Mastanawa	ɨʂta	estrella	ɨ ʂ t a	ɨʂta	star			3613
2090	ɸ i ʃ i	1183	star	Chaninawa	ɸiʃi	estrella	ɸ i ʃ i	ɸiʃi	star			3612
2091	- i ʃ t ɨ n -	1183	star	Sharanawa	iʃtɨn	estrella	i ʃ t ɨ n	iʃtɨn	star			3613
2092	w i ʃ i	1183	star	Amawaka	wiʃi	estrella	w i ʃ i	wiʃi	star			3612
2093	ɸ i ʃ i	1183	star	Nawa	ɸiʃi	estrella	ɸ i ʃ i	ɸiʃi	star			3612
2094	ɸ i ʃ i	1183	star	Marinawa	ɸiʃi	estrella	ɸ i ʃ i	ɸiʃi	star			3612
2095	- i ʃ t i - - + w ɨ ɾ u	1183	star	Yaminawa	iʃtiwɨɾu	estrella	i ʃ t i + w ɨ ɾ u	iʃtiwɨɾu	star eye			3613 3620
2096	β i ʃ i	1183	star	Kashinawa_P	βiʃi	estrella	β i ʃ i	βiʃi	star			3612
2097	β i ʂ i	1183	star	Kashinawa_B	βiʂi	estrella	β i ʂ i	βiʂi	star			3612
2101	β a d i - + a d	143	day [daytime]	Matses	βadiad	dia (de dia)	β a d i + a d	βadiad	sun _ad			634 637
2102	n ɨ t ɨ	211	day [daytime]	Matis	nɨtɨ	dia (de dia)	n ɨ t ɨ	nɨtɨ	day			630
2103	β a r i -	143	day [daytime]	Marubo	βari	dia (de dia)	β a r i	βari	sun			634
2104	n ɨ t ɨ	211	day [daytime]	Shipibo_Konibo	nɨtɨ	dia (de dia)	n ɨ t ɨ	nɨtɨ	day			630
2105	n ɨ t ɨ	211	day [daytime]	Kapanawa	nɨtɨ	dia (de dia)	n ɨ t ɨ	nɨtɨ	day			630
2106	ʃ a β a	210	day [daytime]	Arara	ʃaβa	dia (de dia)	ʃ a β a	ʃaβa	clear			0
2107	ʂ a w a	210	day [daytime]	Shanenawa	ʂawa	dia (de dia)	ʂ a w a	ʂawa	clear			632
2108	ʃ a β a	210	day [daytime]	Yawanawa	ʃaβa	dia (de dia)	ʃ a β a	ʃaβa	clear			632
2109	p ã n a r i	215	day [daytime]	Nukini	pãnari	dia (de dia)	p ã n a r i	pãnari	?			638
2110	β a r i - + k ɨ a	143	day [daytime]	Poyanawa	βarikɨa	dia (de dia)	β a r i + k ɨ a	βarikɨa	sun _kɨa			634 639
2111	p ɨ h n ɨ	217	day [daytime]	Iskonawa	pɨhnɨ	dia (de dia)	p ɨ h n ɨ	pɨhnɨ	lighty			633
2112	β ɨ a ʔ a i n a	218	day [daytime]	Chakobo	βɨaʔaina	dia (de dia)	β ɨ a ʔ a j n a	βɨa?aina	?			631
2113	w a r i -	143	day [daytime]	Pakawara	wari	dia (de dia)	w a r i	wari	sun			634
2114	n ɨ t ɨ	211	day [daytime]	Kakataibo	nɨtɨ	dia (de dia)	n ɨ t ɨ	nɨtɨ	day			630
2115	j u n u	216	day [daytime]	Kaxarari	yunu	dia (de dia)	j u n u	yunu	?			635
2116	β a tʃ i h	143	day [daytime]	Kaxarari	βatʃih	dia (de dia)	β a tʃ i h	βatʃih	sun _h			634
2117	l ɨ t ɨ	211	day [daytime]	Kaxarari	lɨtɨ	dia (de dia)	l ɨ t ɨ	lɨtɨ	day			630
2118	p ɨ d a # ʂ a ɸ a	149	day [daytime]	Mastanawa	pɨda ʂaɸa	dia (de dia)	p ɨ d a + ʂ a ɸ a	pɨda ʂaɸa	? clear		!	636
2119	ʂ a ɸ a	210	day [daytime]	Chaninawa	ʂaɸa	dia (de dia)	ʂ a ɸ a	ʂaɸa	clear			632
2120	ʂ a ɸ a	210	day [daytime]	Sharanawa	ʂaɸa	dia (de dia)	ʂ a ɸ a	ʂaɸa	clear			632
2121	n ɨ t ɨ	211	day [daytime]	Amawaka	nɨtɨ	dia (de dia)	n ɨ t ɨ	nɨtɨ	day			630
2122	ʂ a ɸ a	210	day [daytime]	Nawa	ʂaɸa	dia (de dia)	ʂ a ɸ a	ʂaɸa	clear			632
2123	ʂ a ɸ a	210	day [daytime]	Marinawa	ʂaɸa	dia (de dia)	ʂ a ɸ a	ʂaɸa	clear			632
2124	p ɨ d a	149	day [daytime]	Yaminawa	pɨda	dia (de dia)	p ɨ d a	pɨda	?			640
2125	ʂ a β a	210	day [daytime]	Kashinawa_P	ʂaβa	dia (de dia)	ʂ a β a	ʂaβa	clear			632
2126	β a d i -	143	day [daytime]	Kashinawa_B	βadi	dia (de dia)	β a d i	βadi	sun			634
2131	i n ʈʂ ɨ ʂ	828	night	Matses	intʂɨʂ	noche	i n ʈʂ ɨ ʂ	intʂɨʂ	?			2584
2132	i - m ɨ d	823	night	Matis	imɨd	noche	i m ɨ d	imɨd	dark			2582
2133	j a m - - ɨ	823	night	Marubo	jamɨ	noche	j a m ɨ	jamɨ	dark			2579
2134	j a m - - e	823	night	Katukina	yame	noche	j a m e	yame	dark			2579
2135	j a m - - ɨ	823	night	Kanamari	yamɨ	noche	j a m ɨ	yamɨ	dark			2579
2136	j a m - - ɨ	823	night	Shipibo_Konibo	yamɨ	noche	j a m ɨ	yamɨ	dark			2579
2137	j a m - - ɨ	823	night	Kapanawa	yamɨ	noche	j a m ɨ	yamɨ	dark			2579
2138	j a - m - b u	823	night	Arara	yambu	noche	j a m b u	yambu	dark			0
2139	j a m - - ɨ	823	night	Shanenawa	jamɨ	noche	j a m ɨ	jamɨ	dark			2579
2140	i a m ɨ -	823	night	Yawanawa	iamɨ	noche	j a m ɨ	iamɨ	dark			2582
2141	β a ʃ k i -	824	night	Nukini	βaʃki	noche	β a ʃ k i	βaʃki	dark			2581
2142	j a m - b ɨ	823	night	Poyanawa	jambɨ	noche	j a m b ɨ	jambɨ	dark			2579
2143	β a - k i ʃ	824	night	Iskonawa	βakiʃ	noche	β a k i ʃ	βakiʃ	dark			2581
2144	j a m - - ɨ	823	night	Iskonawa	jamɨ	noche	j a m ɨ	jamɨ	dark			2579
2145	β a k i tʃ a	824	night	Chakobo	βakitʃa	noche	β a k i tʃ a	βakitʃa	dark			2580
2146	i - m ɨ -	823	night	Kakataibo	imɨ	noche	i m ɨ	imɨ	dark			2582
2147	j a m ɨ t a	823	night	Kaxarari	yamɨta	noche	j a m ɨ t a	yamɨta	dark			2579
2148	ɸ a - - i ʃ	824	night	Mastanawa	ɸaiʃ	noche	ɸ a i ʃ	ɸaiʃ	dark			2581
2149	j a - - b ɨ	823	night	Chaninawa	jabɨ	noche	j a b ɨ	jabɨ	dark			2579
2150	j a - - b ɨ	823	night	Sharanawa	jabɨ	noche	j a b ɨ	jabɨ	dark			2579
2151	j a m - b ɨ	823	night	Amawaka	jambɨ	noche	j a m b ɨ	jambɨ	dark			2579
2152	j a - - b ɨ	823	night	Nawa	jabɨ	noche	j a b ɨ	jabɨ	dark			2579
2153	j a m - b ɨ	823	night	Marinawa	jambɨ	noche	j a m b ɨ	jambɨ	dark			2579
2154	w a ʔ - i ʃ	824	night	Yaminawa	waʔiʃ	noche	w a ʔ i ʃ	waʔiʃ	dark			2581
2155	m ɨ ʂ u	825	night	Kashinawa_P	mɨʂu	noche	m ɨ ʂ u	mɨʂu	?			2583
2156	j a m - - ɨ	823	night	Kashinawa_P	jamɨ	noche	j a m ɨ	jamɨ	dark			2579
2157	m ɨ ʂ u	825	night	Kashinawa_B	mɨʂumɨdã	noche	m ɨ ʂ u	mɨʂumɨdã	?			2583
2162	s e t a	1527	year	Matses	seta	año	s e t a	seta	dry_season			4797
2163	β a d i -	1526	year	Matis	βadi	año	β a d i	βadi	sun			4795
2164	β a r i -	1526	year	Marubo	βari	año	β a r i	βari	sun			4795
2165	β a r i - + t i a -	1526	year	Shipibo_Konibo	βari tia	año	β a r i + t i a	βari tia	sun _tian			4795 4796
2166	β a r i -	1526	year	Kapanawa	βari	año	β a r i	βari	sun			4795
2167	β a r i -	1526	year	Yawanawa	βari	año	β a r i	βari	sun			4795
2168	β a ɾ i - + t i a -	1526	year	Iskonawa	βaɾitja	año	β a ɾ i + t i a	βaɾitja	sun _tian			4795 4796
2169	ʂ ɨ n i + p a	1527	year	Chakobo	ʂɨnipa	año	ʂ ɨ n i + p a	ʂɨnipa	old _pa			4797 4798
2170	β a r i - + t i a -	1526	year	Kakataibo	βaritia	año	β a r i + t i a	βaritia	sun _tian			4795 4796
2171	l ɨ t a	1529	year	Kaxarari	lɨta	año	l ɨ t a	lɨta	dry_season			4799
2172	ɸ a ɾ i - + ʃ i d i	1526	year	Mastanawa	ɸaɾi ʃidi	año	ɸ a ɾ i + ʃ i d i	ɸaɾi ʃidi	sun _ʃidi			4795 4797
2173	ɸ a ɾ i -	1526	year	Chaninawa	ɸaɾi	año	ɸ a ɾ i	ɸaɾi	sun			4795
2174	ɸ a ɾ i - + t i a n	1526	year	Sharanawa	ɸaɾitian	año	ɸ a ɾ i + t i a n	ɸaɾitian	sun _tian			4795 4796
2175	w a ɾ i - + t i a n	1526	year	Amawaka	waɾitian	año	w a ɾ i + t i a n	waɾitian	sun _tian			4795 4796
2176	ɸ a ɾ i -	1526	year	Nawa	ɸaɾi	año	ɸ a ɾ i	ɸaɾi	sun			4795
2177	ɸ a ɾ i - + t i a -	1526	year	Marinawa	ɸaɾitja	año	ɸ a ɾ i + t i a	ɸaɾitja	sun _tian			4795 4796
2178	ʂ ɨ d i + a	1527	year	Yaminawa	ʂɨdia	año	ʂ ɨ d i + a	ʂɨdia	old _a			4797 4800
2179	β a ɾ i ʔ	1526	year	Kashinawa_P	βaɾiʔ	año	β a ɾ i ʔ	βaɾiʔ	sun			4795
2184	β u k u	930	rope (cord)	Matses	βuku	cuerda soga	β u k u	βuku	?			2956
2185	n a i	931	rope (cord)	Matis	nai	cuerda soga	n a j	nai	sloth			2955
2186	- i ʃ i	926	rope (cord)	Marubo	iʃi	cuerda soga	i ʃ i	iʃi	vine			2952
2187	t u k a r a s i β i	932	rope (cord)	Katukina	tukarasiβi	cuerda soga	t u k a r a s i β i	tukarasiβi	?			2954
2188	n i ʃ i	926	rope (cord)	Shipibo_Konibo	niʃi	cuerda soga	n i ʃ i	niʃi	vine			2952
2189	r i s β - - i	927	rope (cord)	Shipibo_Konibo	risβi	cuerda soga	r i s β i	risβi	rope			2953
2190	r i s p - - i	927	rope (cord)	Kapanawa	rispi	cuerda soga	r i s p i	risβi	rope			2953
2191	r i s ĩ	926	rope (cord)	Arara	risĩ	cuerda soga	r i s ĩ	risĩ	vine			0
2192	r ɨ s β - - i	927	rope (cord)	Yawanawa	rɨsβi	cuerda soga	r ɨ s β i	rɨsβi	rope			2953
2193	r i s β - - i	927	rope (cord)	Poyanawa	risβi	cuerda soga	r i s β i	risβɨ	rope			2953
2194	n i ʃ i	926	rope (cord)	Iskonawa	nishi	cuerda soga	n i ʃ i	nishi	vine			2952
2195	n i ʃ i	926	rope (cord)	Chakobo	niʃi	cuerda soga	n i ʃ i	niʃi	vine			2952
2196	r i s p i tʃ i	927	rope (cord)	Chakobo	rispitʃi	cuerda soga	r i s p i tʃ i	rispitʃi	rope			2953
2197	t a ʃ k a	929	rope (cord)	Pakawara	taʃka	cuerda soga	t a ʃ k a	taʃka	tie_up			2957
2198	n i s i	926	rope (cord)	Kakataibo	nisi	cuerda soga	n i s i	nisi	vine			2952
2199	d i ʃ i	926	rope (cord)	Mastanawa	diʃi	cuerda soga	d i ʃ i	diʃi	vine			2952
2200	d i ʃ i	926	rope (cord)	Chaninawa	diʃi	cuerda soga	d i ʃ i	diʃi	vine			2952
2201	d i ʃ i	926	rope (cord)	Sharanawa	diʃi	cuerda soga	d i ʃ i	diʃi	vine			2952
2202	n i ʃ i	926	rope (cord)	Amawaka	niʃi	cuerda soga	n i ʃ i	niʃi	vine			2952
2203	d i ʃ i	926	rope (cord)	Nawa	diʃi	cuerda soga	d i ʃ i	diʃi	vine			2952
2204	ɾ ɨ s p - - i	927	rope (cord)	Nawa	ɾɨspi	cuerda soga	ɾ ɨ s p i	ɾɨspi	rope			2953
2205	d i ʃ i	926	rope (cord)	Marinawa	diʃi	cuerda soga	d i ʃ i	diʃi	vine			2952
2206	d i ʃ i	926	rope (cord)	Yaminawa	diʃi	cuerda soga	d i ʃ i	diʃi	vine			2952
2207	d i s p - - i	927	rope (cord)	Kashinawa_P	dispi	cuerda soga	d i s p i	dispi	rope			2953
2208	n i ʃ i	926	rope (cord)	Kashinawa_P	niʃi	cuerda soga	n i ʃ i	niʃi	vine			2952
2213	s a - -	962	salt	Matses	sa	sal	s a	sa	salt		loanword from Spanish	3024
2214	s a - -	962	salt	Matis	sa	sal	s a	sa	salt		borrowing from Spanish	3024
2215	k a tʃ i	961	salt	Marubo	katʃi	sal	k a tʃ i	katʃi	salt			3029
2216	t a ʃ i	956	salt	Shipibo_Konibo	taʃi	sal	t a ʃ i	taʃi	salt			3022
2217	t a ʃ i	956	salt	Kapanawa	taʃi	sal	t a ʃ i	taʃi	salt			3022
2218	b u k a	966	salt	Arara	buka	sal	b u k a	buka	bitter			0
2219	r u ʂ a n	959	salt	Shanenawa	ruʂan	sal	r u ʂ a n	ruʂan	?			3031
2220	β a t a n t i	958	salt	Yawanawa	βatanti	sal	β a t a n t i	βatanti	?			3032
2221	x a u -	962	salt	Poyanawa	xau	sal	x/ʂ a u	xau	salt		borrowing? [Mattis]	3024
2222	s a r i	962	salt	Iskonawa	sari	sal	s a r i	sari	salt		borrowing? [Mattis]	3025
2223	tʃ u p a r a	965	salt	Chakobo	tʃupara	sal	tʃ u p a r a	tʃupara	?			3023
2224	j u tʃ i	960	salt	Pakawara	yutʃi	sal	j u tʃ i	yutʃi	?			3030
2225	t a s i	956	salt	Kakataibo	tasi	sal	t a s i	tasi	salt			3022
2226	s a l u	962	salt	Kaxarari	salu	sal	s a l u	salu	salt	15	borrowing? [Mattis]	3028
2227	s a - w	962	salt	Mastanawa	saw	sal	s a w	saw	salt		borrowing? [Mattis]	3024
2228	s a u -	962	salt	Chaninawa	sau	sal	s a u	sau	salt		borrowing? [Mattis]	3024
2229	s a u -	962	salt	Sharanawa	sau	sal	s a u	sau	salt		borrowing? [Mattis]	3024
2230	t a ʃ i	956	salt	Amawaka	taʃi	sal	t a ʃ i	taʃi	salt			3022
2231	t a ʃ i	956	salt	Nawa	taʃi	sal	t a ʃ i	taʃi	salt			3022
2232	t a ʃ i	956	salt	Marinawa	taʃi	sal	t a ʃ i	taʃi	salt			3022
2233	t a ʃ i	956	salt	Yaminawa	taʃi	sal	t a ʃ i	taʃi	salt			3022
2234	s a l	962	salt	Kashinawa_P	sal	sal	s a l	sal	salt		borrowing? [Mattis]	3027
2235	d ɨ β u ʂ a	963	salt	Kashinawa_B	dɨβuʂa	sal	d ɨ β u ʂ a	dɨβuʂa	?			3026
2240	u	1544	I	Matses	u	yo	u	u	I			5
2241	ɨ	1544	I	Matis	ɨ	yo	ɨ	ɨ	I			2
2242	ɨ a	1544	I	Marubo	ɨa	yo	ɨ a	ɨa	I			3
2243	e a	1544	I	Katukina	ea	yo	e a	ea	I			3
2244	ɨ	1544	I	Shipibo_Konibo	ɨ	yo	ɨ	ɨ	I			2
2245	ɨ	1544	I	Kapanawa	ɨ	yo	ɨ	ɨ	I			2
2246	ɨ -	1544	I	Arara	ɨ	yo	ɨ	ɨ	I			0
2247	ɨ	1544	I	Shanenawa	ɨ	yo	ɨ	ɨ	I			2
2248	ɨ	1544	I	Yawanawa	ɨ	yo	ɨ	ɨ	I			2
2249	ɨ	1544	I	Nukini	ɨ	yo	ɨ	ɨ	I			2
2250	ɨ	1544	I	Poyanawa	ɨ	yo	ɨ	ɨ	I			2
2251	ɨ	1544	I	Iskonawa	ɨ	yo	ɨ	ɨ	I			2
2252	ɨ	1544	I	Chakobo	ɨ	yo	ɨ	ɨ	I			2
2253	ɨ	1544	I	Pakawara	ɨ	yo	ɨ	ɨ	I			2
2254	ɨ	1544	I	Kakataibo	ɨ	yo	ɨ	ɨ	I			2
2255	ɨ h ɨ	1544	I	Kaxarari	ɨhɨ	yo	ɨ h ɨ	ɨhɨ	I			4
2256	ɨ	1544	I	Mastanawa	ɨ	yo	ɨ	ɨ	I			2
2257	ɨ	1544	I	Chaninawa	ɨ	yo	ɨ	ɨ	I			2
2258	ɨ	1544	I	Sharanawa	ɨ	yo	ɨ	ɨ	I			2
2259	i j a	1544	I	Amawaka	ija	yo	i j a	ija	I			1
2260	ɨ	1544	I	Nawa	ɨ	yo	ɨ	ɨ	I			2
2261	ɨ	1544	I	Marinawa	ɨ	yo	ɨ	ɨ	I			2
2262	ɨ n	1544	I	Yaminawa	ɨn	yo	ɨ n	ɨn	I			6
2263	ɨ	1544	I	Kashinawa_P	ɨ	yo	ɨ	ɨ	I			2
2264	ɨ	1544	I	Kashinawa_B	ɨ	yo	ɨ	ɨ	I			2
2270	m i - -	1313	thou [you]	Matses	mi	usted tu	m i	mi	you			3982
2271	m i - -	1313	thou [you]	Matis	mi	usted tu	m i	mi	you			3982
2272	m i - a	1313	thou [you]	Marubo	mia	usted tu	m i a	mia	you			3982
2273	m i - a	1313	thou [you]	Katukina	mia	usted tu	m i a	mia	you			3982
2274	m i - -	1313	thou [you]	Shipibo_Konibo	mi	usted tu	m i	mi	you			3982
2275	m i - -	1313	thou [you]	Kapanawa	mi	usted tu	m i	mi	you			3982
2276	m i - - -	1313	thou [you]	Arara	mi	usted tu	m i	mi	you			0
